state,county,candidate,party,votes,won
North Dakota,Stark County,Doug Burgum,REP,10499,TRUE
North Dakota,Stark County,Shelley Lenz,DEM,1977,FALSE
North Dakota,Stark County,DuWayne Hendrickson,LIB,754,FALSE
North Dakota,Steele County,Doug Burgum,REP,714,TRUE
North Dakota,Steele County,Shelley Lenz,DEM,333,FALSE
North Dakota,Steele County,DuWayne Hendrickson,LIB,24,FALSE
North Dakota,Stutsman County,Doug Burgum,REP,7071,TRUE
North Dakota,Stutsman County,Shelley Lenz,DEM,1992,FALSE
North Dakota,Stutsman County,DuWayne Hendrickson,LIB,395,FALSE
North Dakota,Towner County,Doug Burgum,REP,861,TRUE
North Dakota,Towner County,Shelley Lenz,DEM,234,FALSE
North Dakota,Towner County,DuWayne Hendrickson,LIB,30,FALSE
North Dakota,Traill County,Doug Burgum,REP,2755,TRUE
North Dakota,Traill County,Shelley Lenz,DEM,1201,FALSE
North Dakota,Traill County,DuWayne Hendrickson,LIB,96,FALSE
North Dakota,Walsh County,Doug Burgum,REP,3461,TRUE
North Dakota,Walsh County,Shelley Lenz,DEM,975,FALSE
North Dakota,Walsh County,DuWayne Hendrickson,LIB,120,FALSE
North Dakota,Ward County,Doug Burgum,REP,20295,TRUE
North Dakota,Ward County,Shelley Lenz,DEM,5587,FALSE
North Dakota,Ward County,DuWayne Hendrickson,LIB,1262,FALSE
North Dakota,Wells County,Doug Burgum,REP,1606,TRUE
North Dakota,Wells County,Shelley Lenz,DEM,356,FALSE
North Dakota,Wells County,DuWayne Hendrickson,LIB,98,FALSE
North Dakota,Williams County,Doug Burgum,REP,10548,TRUE
North Dakota,Williams County,Shelley Lenz,DEM,1689,FALSE
North Dakota,Williams County,DuWayne Hendrickson,LIB,665,FALSE
Utah,Beaver County,Spencer Cox,REP,2468,TRUE
Utah,Beaver County,Chris Peterson,DEM,291,FALSE
Utah,Beaver County,Daniel Cottam,LIB,102,FALSE
Utah,Beaver County, Write-ins,WRI,55,FALSE
Utah,Beaver County,Greg Duerden,IAP,48,FALSE
Utah,Box Elder County,Spencer Cox,REP,20642,TRUE
Utah,Box Elder County,Chris Peterson,DEM,3507,FALSE
Utah,Box Elder County,Daniel Cottam,LIB,1038,FALSE
Utah,Box Elder County, Write-ins,WRI,809,FALSE
Utah,Box Elder County,Greg Duerden,IAP,553,FALSE
Utah,Cache County,Spencer Cox,REP,39952,TRUE
Utah,Cache County,Chris Peterson,DEM,12943,FALSE
Utah,Cache County,Daniel Cottam,LIB,1948,FALSE
Utah,Cache County, Write-ins,WRI,882,FALSE
Utah,Cache County,Greg Duerden,IAP,835,FALSE
Utah,Carbon County,Spencer Cox,REP,6506,TRUE
Utah,Carbon County,Chris Peterson,DEM,2091,FALSE
Utah,Carbon County,Daniel Cottam,LIB,271,FALSE
Utah,Carbon County,Greg Duerden,IAP,155,FALSE
Utah,Carbon County, Write-ins,WRI,0,FALSE
Utah,Daggett County,Spencer Cox,REP,469,TRUE
Utah,Daggett County,Chris Peterson,DEM,91,FALSE
Utah,Daggett County,Greg Duerden,IAP,15,FALSE
Utah,Daggett County,Daniel Cottam,LIB,10,FALSE
Utah,Daggett County, Write-ins,WRI,6,FALSE
Utah,Davis County,Spencer Cox,REP,115501,TRUE
Utah,Davis County,Chris Peterson,DEM,41101,FALSE
Utah,Davis County,Daniel Cottam,LIB,6018,FALSE
Utah,Davis County,Greg Duerden,IAP,4374,FALSE
Utah,Davis County, Write-ins,WRI,1359,FALSE
Utah,Duchesne County,Spencer Cox,REP,6096,TRUE
Utah,Duchesne County, Write-ins,WRI,893,FALSE
Utah,Duchesne County,Chris Peterson,DEM,739,FALSE
Utah,Duchesne County,Daniel Cottam,LIB,308,FALSE
Utah,Duchesne County,Greg Duerden,IAP,210,FALSE
Utah,Emery County,Spencer Cox,REP,3918,TRUE
Utah,Emery County,Chris Peterson,DEM,489,FALSE
Utah,Emery County, Write-ins,WRI,131,FALSE
Utah,Emery County,Daniel Cottam,LIB,105,FALSE
Utah,Emery County,Greg Duerden,IAP,88,FALSE
Utah,Garfield County,Spencer Cox,REP,2123,TRUE
Utah,Garfield County,Chris Peterson,DEM,428,FALSE
Utah,Garfield County,Daniel Cottam,LIB,73,FALSE
Utah,Garfield County,Greg Duerden,IAP,21,FALSE
Utah,Grand County,Chris Peterson,DEM,2499,TRUE
Utah,Grand County,Spencer Cox,REP,2303,FALSE
Utah,Grand County,Daniel Cottam,LIB,158,FALSE
Utah,Grand County,Greg Duerden,IAP,56,FALSE
Utah,Grand County, Write-ins,WRI,36,FALSE
Utah,Iron County,Spencer Cox,REP,17650,TRUE
Utah,Iron County,Chris Peterson,DEM,3854,FALSE
Utah,Iron County,Daniel Cottam,LIB,1425,FALSE
Utah,Iron County,Greg Duerden,IAP,644,FALSE
Utah,Iron County, Write-ins,WRI,543,FALSE
Utah,Juab County,Spencer Cox,REP,4606,TRUE
Utah,Juab County,Chris Peterson,DEM,470,FALSE
Utah,Juab County, Write-ins,WRI,230,FALSE
Utah,Juab County,Greg Duerden,IAP,219,FALSE
Utah,Juab County,Daniel Cottam,LIB,211,FALSE
Utah,Kane County,Spencer Cox,REP,2802,TRUE
Utah,Kane County,Chris Peterson,DEM,918,FALSE
Utah,Kane County,Daniel Cottam,LIB,140,FALSE
Utah,Kane County, Write-ins,WRI,89,FALSE
Utah,Kane County,Greg Duerden,IAP,71,FALSE
Utah,Millard County,Spencer Cox,REP,4528,TRUE
Utah,Millard County, Write-ins,WRI,594,FALSE
Utah,Millard County,Chris Peterson,DEM,519,FALSE
Utah,Millard County,Daniel Cottam,LIB,183,FALSE
Utah,Millard County,Greg Duerden,IAP,168,FALSE
Utah,Morgan County,Spencer Cox,REP,5190,TRUE
Utah,Morgan County,Chris Peterson,DEM,770,FALSE
Utah,Morgan County,Daniel Cottam,LIB,229,FALSE
Utah,Morgan County,Greg Duerden,IAP,122,FALSE
Utah,Morgan County, Write-ins,WRI,89,FALSE
Utah,Piute County,Spencer Cox,REP,672,TRUE
Utah,Piute County,Chris Peterson,DEM,65,FALSE
Utah,Piute County,Daniel Cottam,LIB,36,FALSE
Utah,Piute County, Write-ins,WRI,30,FALSE
Utah,Piute County,Greg Duerden,IAP,27,FALSE
Utah,Rich County,Spencer Cox,REP,1081,TRUE
Utah,Rich County,Chris Peterson,DEM,158,FALSE
Utah,Rich County, Write-ins,WRI,51,FALSE
Utah,Rich County,Daniel Cottam,LIB,28,FALSE
Utah,Rich County,Greg Duerden,IAP,16,FALSE
Utah,Salt Lake County,Spencer Cox,REP,266177,TRUE
Utah,Salt Lake County,Chris Peterson,DEM,238249,FALSE
Utah,Salt Lake County,Daniel Cottam,LIB,16001,FALSE
Utah,Salt Lake County,Greg Duerden,IAP,6137,FALSE
Utah,Salt Lake County, Write-ins,WRI,2402,FALSE
Utah,San Juan County,Spencer Cox,REP,3477,TRUE
Utah,San Juan County,Chris Peterson,DEM,2642,FALSE
Utah,San Juan County,Daniel Cottam,LIB,258,FALSE
Utah,San Juan County,Greg Duerden,IAP,135,FALSE
Utah,San Juan County, Write-ins,WRI,68,FALSE
Utah,Sanpete County,Spencer Cox,REP,10326,TRUE
Utah,Sanpete County,Chris Peterson,DEM,1012,FALSE
Utah,Sanpete County,Greg Duerden,IAP,388,FALSE
Utah,Sanpete County, Write-ins,WRI,365,FALSE
Utah,Sanpete County,Daniel Cottam,LIB,363,FALSE
Utah,Sevier County,Spencer Cox,REP,8364,TRUE
Utah,Sevier County,Chris Peterson,DEM,882,FALSE
Utah,Sevier County, Write-ins,WRI,342,FALSE
Utah,Sevier County,Daniel Cottam,LIB,288,FALSE
Utah,Sevier County,Greg Duerden,IAP,271,FALSE
Utah,Summit County,Chris Peterson,DEM,13066,TRUE
Utah,Summit County,Spencer Cox,REP,11290,FALSE
Utah,Summit County,Daniel Cottam,LIB,587,FALSE
Utah,Summit County,Greg Duerden,IAP,205,FALSE
Utah,Summit County, Write-ins,WRI,153,FALSE
Utah,Tooele County,Spencer Cox,REP,21293,TRUE
Utah,Tooele County,Chris Peterson,DEM,7058,FALSE
Utah,Tooele County,Daniel Cottam,LIB,1383,FALSE
Utah,Tooele County,Greg Duerden,IAP,662,FALSE
Utah,Tooele County, Write-ins,WRI,253,FALSE
Utah,Uintah County,Spencer Cox,REP,10290,TRUE
Utah,Uintah County, Write-ins,WRI,2190,FALSE
Utah,Uintah County,Chris Peterson,DEM,1482,FALSE
Utah,Uintah County,Daniel Cottam,LIB,509,FALSE
Utah,Uintah County,Greg Duerden,IAP,367,FALSE
Utah,Utah County,Spencer Cox,REP,208514,TRUE
Utah,Utah County,Chris Peterson,DEM,52524,FALSE
Utah,Utah County,Daniel Cottam,LIB,10798,FALSE
Utah,Utah County,Greg Duerden,IAP,5355,FALSE
Utah,Utah County, Write-ins,WRI,4307,FALSE
Utah,Wasatch County,Spencer Cox,REP,11472,TRUE
Utah,Wasatch County,Chris Peterson,DEM,4911,FALSE
Utah,Wasatch County,Daniel Cottam,LIB,509,FALSE
Utah,Wasatch County,Greg Duerden,IAP,202,FALSE
Utah,Wasatch County, Write-ins,WRI,199,FALSE
Utah,Washington County,Spencer Cox,REP,61125,TRUE
Utah,Washington County,Chris Peterson,DEM,16698,FALSE
Utah,Washington County,Daniel Cottam,LIB,4432,FALSE
Utah,Washington County, Write-ins,WRI,3087,FALSE
Utah,Washington County,Greg Duerden,IAP,2520,FALSE
Utah,Wayne County,Spencer Cox,REP,1115,TRUE
Utah,Wayne County,Chris Peterson,DEM,321,FALSE
Utah,Wayne County,Daniel Cottam,LIB,55,FALSE
Utah,Wayne County,Greg Duerden,IAP,46,FALSE
Utah,Wayne County, Write-ins,WRI,44,FALSE
Utah,Weber County,Spencer Cox,REP,68804,TRUE
Utah,Weber County,Chris Peterson,DEM,32976,FALSE
Utah,Weber County,Daniel Cottam,LIB,3927,FALSE
Utah,Weber County,Greg Duerden,IAP,1900,FALSE
Utah,Weber County, Write-ins,WRI,960,FALSE
Vermont,Jamaica,Phil Scott,REP,342,TRUE
Vermont,Jamaica,David Zuckerman,DEM,211,FALSE
Vermont,Jamaica,Kevin Hoyt,IND,7,FALSE
Vermont,Jamaica,Erynn Whitney,IND,6,FALSE
Vermont,Jamaica,Emily Peyton,TM,4,FALSE
Vermont,Jamaica,Wayne Billado,IND,2,FALSE
Vermont,Jamaica,Michael DeVost,IND,1,FALSE
Vermont,Jamaica,Charly Dickerson,UNA,1,FALSE
Vermont,Jamaica, Write-ins,WRI,0,FALSE
Vermont,Jay,Phil Scott,REP,207,TRUE
Vermont,Jay,David Zuckerman,DEM,60,FALSE
Vermont,Jay, Write-ins,WRI,10,FALSE
Vermont,Jay,Kevin Hoyt,IND,6,FALSE
Vermont,Jay,Michael DeVost,IND,4,FALSE
Vermont,Jay,Charly Dickerson,UNA,2,FALSE
Vermont,Jay,Emily Peyton,TM,2,FALSE
Vermont,Jay,Wayne Billado,IND,1,FALSE
Vermont,Jay,Erynn Whitney,IND,1,FALSE
Vermont,Jericho,Phil Scott,REP,2663,TRUE
Vermont,Jericho,David Zuckerman,DEM,903,FALSE
Vermont,Jericho,Emily Peyton,TM,19,FALSE
Vermont,Jericho,Kevin Hoyt,IND,18,FALSE
Vermont,Jericho, Write-ins,WRI,14,FALSE
Vermont,Jericho,Wayne Billado,IND,9,FALSE
Vermont,Jericho,Michael DeVost,IND,4,FALSE
Vermont,Jericho,Erynn Whitney,IND,4,FALSE
Vermont,Jericho,Charly Dickerson,UNA,1,FALSE
Vermont,Johnson,Phil Scott,REP,1066,TRUE
Vermont,Johnson,David Zuckerman,DEM,451,FALSE
Vermont,Johnson,Emily Peyton,TM,15,FALSE
Vermont,Johnson,Kevin Hoyt,IND,9,FALSE
Vermont,Johnson,Charly Dickerson,UNA,8,FALSE
Vermont,Johnson,Erynn Whitney,IND,6,FALSE
Vermont,Johnson,Wayne Billado,IND,5,FALSE
Vermont,Johnson,Michael DeVost,IND,5,FALSE
Vermont,Johnson, Write-ins,WRI,4,FALSE
Vermont,Kirby,Phil Scott,REP,241,TRUE
Vermont,Kirby,David Zuckerman,DEM,77,FALSE
Vermont,Kirby,Emily Peyton,TM,5,FALSE
Vermont,Kirby, Write-ins,WRI,3,FALSE
Vermont,Kirby,Michael DeVost,IND,1,FALSE
Vermont,Kirby,Charly Dickerson,UNA,1,FALSE
Vermont,Kirby,Wayne Billado,IND,0,FALSE
Vermont,Kirby,Kevin Hoyt,IND,0,FALSE
Vermont,Kirby,Erynn Whitney,IND,0,FALSE
Vermont,Landgrove,Phil Scott,REP,99,TRUE
Vermont,Landgrove,David Zuckerman,DEM,36,FALSE
Vermont,Landgrove,Wayne Billado,IND,0,FALSE
Vermont,Landgrove,Michael DeVost,IND,0,FALSE
Vermont,Landgrove,Charly Dickerson,UNA,0,FALSE
Vermont,Landgrove,Kevin Hoyt,IND,0,FALSE
Vermont,Landgrove,Emily Peyton,TM,0,FALSE
Vermont,Landgrove,Erynn Whitney,IND,0,FALSE
Vermont,Landgrove, Write-ins,WRI,0,FALSE
Vermont,Leicester,Phil Scott,REP,402,TRUE
Vermont,Leicester,David Zuckerman,DEM,104,FALSE
Vermont,Leicester,Kevin Hoyt,IND,8,FALSE
Vermont,Leicester,Emily Peyton,TM,7,FALSE
Vermont,Leicester, Write-ins,WRI,7,FALSE
Vermont,Leicester,Wayne Billado,IND,4,FALSE
Vermont,Leicester,Charly Dickerson,UNA,4,FALSE
Vermont,Leicester,Erynn Whitney,IND,3,FALSE
Vermont,Leicester,Michael DeVost,IND,1,FALSE
Vermont,Lemington,Phil Scott,REP,39,TRUE
Vermont,Lemington,David Zuckerman,DEM,9,FALSE
Vermont,Lemington,Michael DeVost,IND,1,FALSE
Vermont,Lemington,Erynn Whitney,IND,1,FALSE
Vermont,Lemington,Wayne Billado,IND,0,FALSE
Vermont,Lemington,Charly Dickerson,UNA,0,FALSE
Vermont,Lemington,Kevin Hoyt,IND,0,FALSE
Vermont,Lemington,Emily Peyton,TM,0,FALSE
Vermont,Lemington, Write-ins,WRI,0,FALSE
Vermont,Lincoln,Phil Scott,REP,573,TRUE
Vermont,Lincoln,David Zuckerman,DEM,350,FALSE
Vermont,Lincoln,Emily Peyton,TM,11,FALSE
Vermont,Lincoln,Wayne Billado,IND,4,FALSE
Vermont,Lincoln,Erynn Whitney,IND,3,FALSE
Vermont,Lincoln,Michael DeVost,IND,1,FALSE
Vermont,Lincoln,Charly Dickerson,UNA,1,FALSE
Vermont,Lincoln,Kevin Hoyt,IND,1,FALSE
Vermont,Lincoln, Write-ins,WRI,1,FALSE
Vermont,Londonderry,Phil Scott,REP,752,TRUE
Vermont,Londonderry,David Zuckerman,DEM,313,FALSE
Vermont,Londonderry,Kevin Hoyt,IND,20,FALSE
Vermont,Londonderry,Emily Peyton,TM,13,FALSE
Vermont,Londonderry,Erynn Whitney,IND,6,FALSE
Vermont,Londonderry,Michael DeVost,IND,1,FALSE
Vermont,Londonderry,Charly Dickerson,UNA,1,FALSE
Vermont,Londonderry,Wayne Billado,IND,0,FALSE
Vermont,Londonderry, Write-ins,WRI,0,FALSE
Vermont,Barnet,Phil Scott,REP,769,TRUE
Vermont,Barnet,David Zuckerman,DEM,254,FALSE
Vermont,Barnet,Kevin Hoyt,IND,14,FALSE
Vermont,Barnet, Write-ins,WRI,10,FALSE
Vermont,Barnet,Emily Peyton,TM,8,FALSE
Vermont,Barnet,Erynn Whitney,IND,8,FALSE
Vermont,Barnet,Michael DeVost,IND,7,FALSE
Vermont,Barnet,Charly Dickerson,UNA,7,FALSE
Vermont,Barnet,Wayne Billado,IND,1,FALSE
Vermont,Lowell,Phil Scott,REP,330,TRUE
Vermont,Lowell,David Zuckerman,DEM,102,FALSE
Vermont,Lowell,Kevin Hoyt,IND,23,FALSE
Vermont,Lowell,Wayne Billado,IND,5,FALSE
Vermont,Lowell,Michael DeVost,IND,5,FALSE
Vermont,Lowell,Emily Peyton,TM,5,FALSE
Vermont,Lowell, Write-ins,WRI,3,FALSE
Vermont,Lowell,Charly Dickerson,UNA,2,FALSE
Vermont,Lowell,Erynn Whitney,IND,1,FALSE
Vermont,Ludlow,Phil Scott,REP,865,TRUE
Vermont,Ludlow,David Zuckerman,DEM,296,FALSE
Vermont,Ludlow,Kevin Hoyt,IND,17,FALSE
Vermont,Ludlow,Emily Peyton,TM,15,FALSE
Vermont,Ludlow,Erynn Whitney,IND,6,FALSE
Vermont,Ludlow,Wayne Billado,IND,5,FALSE
Vermont,Ludlow,Charly Dickerson,UNA,5,FALSE
Vermont,Ludlow, Write-ins,WRI,3,FALSE
Vermont,Ludlow,Michael DeVost,IND,2,FALSE
Vermont,Lunenburg,Phil Scott,REP,451,TRUE
Vermont,Lunenburg,David Zuckerman,DEM,110,FALSE
Vermont,Lunenburg,Kevin Hoyt,IND,18,FALSE
Vermont,Lunenburg,Emily Peyton,TM,12,FALSE
Vermont,Lunenburg,Michael DeVost,IND,9,FALSE
Vermont,Lunenburg,Charly Dickerson,UNA,6,FALSE
Vermont,Lunenburg,Erynn Whitney,IND,6,FALSE
Vermont,Lunenburg,Wayne Billado,IND,5,FALSE
Vermont,Lunenburg, Write-ins,WRI,2,FALSE
Vermont,Lyndon,Phil Scott,REP,1865,TRUE
Vermont,Lyndon,David Zuckerman,DEM,422,FALSE
Vermont,Lyndon,Emily Peyton,TM,31,FALSE
Vermont,Lyndon,Kevin Hoyt,IND,30,FALSE
Vermont,Lyndon,Michael DeVost,IND,20,FALSE
Vermont,Lyndon,Charly Dickerson,UNA,11,FALSE
Vermont,Lyndon,Erynn Whitney,IND,11,FALSE
Vermont,Lyndon, Write-ins,WRI,10,FALSE
Vermont,Lyndon,Wayne Billado,IND,5,FALSE
Vermont,Maidstone,Phil Scott,REP,121,TRUE
Vermont,Maidstone,David Zuckerman,DEM,12,FALSE
Vermont,Maidstone,Michael DeVost,IND,2,FALSE
Vermont,Maidstone,Kevin Hoyt,IND,2,FALSE
Vermont,Maidstone,Wayne Billado,IND,0,FALSE
Vermont,Maidstone,Charly Dickerson,UNA,0,FALSE
Vermont,Maidstone,Emily Peyton,TM,0,FALSE
Vermont,Maidstone,Erynn Whitney,IND,0,FALSE
Vermont,Maidstone, Write-ins,WRI,0,FALSE
Vermont,Manchester,Phil Scott,REP,1809,TRUE
Vermont,Manchester,David Zuckerman,DEM,787,FALSE
Vermont,Manchester,Kevin Hoyt,IND,51,FALSE
Vermont,Manchester,Erynn Whitney,IND,38,FALSE
Vermont,Manchester,Emily Peyton,TM,22,FALSE
Vermont,Manchester, Write-ins,WRI,8,FALSE
Vermont,Manchester,Michael DeVost,IND,4,FALSE
Vermont,Manchester,Charly Dickerson,UNA,4,FALSE
Vermont,Manchester,Wayne Billado,IND,1,FALSE
Vermont,Marlboro,David Zuckerman,DEM,368,TRUE
Vermont,Marlboro,Phil Scott,REP,255,FALSE
Vermont,Marlboro,Emily Peyton,TM,11,FALSE
Vermont,Marlboro,Wayne Billado,IND,3,FALSE
Vermont,Marlboro,Kevin Hoyt,IND,3,FALSE
Vermont,Marlboro,Charly Dickerson,UNA,2,FALSE
Vermont,Marlboro,Michael DeVost,IND,1,FALSE
Vermont,Marlboro,Erynn Whitney,IND,0,FALSE
Vermont,Marlboro, Write-ins,WRI,0,FALSE
Vermont,Marshfield,Phil Scott,REP,641,TRUE
Vermont,Marshfield,David Zuckerman,DEM,287,FALSE
Vermont,Marshfield,Kevin Hoyt,IND,12,FALSE
Vermont,Marshfield, Write-ins,WRI,6,FALSE
Vermont,Marshfield,Wayne Billado,IND,2,FALSE
Vermont,Marshfield,Charly Dickerson,UNA,2,FALSE
Vermont,Marshfield,Emily Peyton,TM,2,FALSE
Vermont,Marshfield,Michael DeVost,IND,1,FALSE
Vermont,Marshfield,Erynn Whitney,IND,1,FALSE
Vermont,Mendon,Phil Scott,REP,577,TRUE
Vermont,Mendon,David Zuckerman,DEM,176,FALSE
Vermont,Mendon,Emily Peyton,TM,9,FALSE
Vermont,Mendon,Kevin Hoyt,IND,7,FALSE
Vermont,Mendon, Write-ins,WRI,3,FALSE
Vermont,Mendon,Erynn Whitney,IND,2,FALSE
Vermont,Mendon,Michael DeVost,IND,1,FALSE
Vermont,Mendon,Charly Dickerson,UNA,1,FALSE
Vermont,Mendon,Wayne Billado,IND,0,FALSE
Vermont,Middlebury,Phil Scott,REP,2545,TRUE
Vermont,Middlebury,David Zuckerman,DEM,1625,FALSE
Vermont,Middlebury,Emily Peyton,TM,37,FALSE
Vermont,Middlebury,Kevin Hoyt,IND,18,FALSE
Vermont,Middlebury,Charly Dickerson,UNA,12,FALSE
Vermont,Middlebury,Wayne Billado,IND,9,FALSE
Vermont,Middlebury,Michael DeVost,IND,9,FALSE
Vermont,Middlebury, Write-ins,WRI,9,FALSE
Vermont,Middlebury,Erynn Whitney,IND,8,FALSE
Vermont,Barre,Phil Scott,REP,2799,TRUE
Vermont,Barre,David Zuckerman,DEM,829,FALSE
Vermont,Barre,Emily Peyton,TM,45,FALSE
Vermont,Barre,Kevin Hoyt,IND,37,FALSE
Vermont,Barre,Charly Dickerson,UNA,15,FALSE
Vermont,Barre,Erynn Whitney,IND,14,FALSE
Vermont,Barre,Wayne Billado,IND,13,FALSE
Vermont,Barre, Write-ins,WRI,12,FALSE
Vermont,Barre,Michael DeVost,IND,8,FALSE
Vermont,Middlesex,Phil Scott,REP,819,TRUE
Vermont,Middlesex,David Zuckerman,DEM,397,FALSE
Vermont,Middlesex,Kevin Hoyt,IND,7,FALSE
Vermont,Middlesex,Emily Peyton,TM,5,FALSE
Vermont,Middlesex, Write-ins,WRI,5,FALSE
Vermont,Middlesex,Wayne Billado,IND,3,FALSE
Vermont,Middlesex,Charly Dickerson,UNA,3,FALSE
Vermont,Middlesex,Michael DeVost,IND,2,FALSE
Vermont,Middlesex,Erynn Whitney,IND,2,FALSE
Vermont,Middletown Springs,Phil Scott,REP,367,TRUE
Vermont,Middletown Springs,David Zuckerman,DEM,160,FALSE
Vermont,Middletown Springs,Kevin Hoyt,IND,8,FALSE
Vermont,Middletown Springs,Emily Peyton,TM,6,FALSE
Vermont,Middletown Springs,Erynn Whitney,IND,3,FALSE
Vermont,Middletown Springs, Write-ins,WRI,2,FALSE
Vermont,Middletown Springs,Wayne Billado,IND,1,FALSE
Vermont,Middletown Springs,Michael DeVost,IND,0,FALSE
Vermont,Middletown Springs,Charly Dickerson,UNA,0,FALSE
Vermont,Milton,Phil Scott,REP,4877,TRUE
Vermont,Milton,David Zuckerman,DEM,1010,FALSE
Vermont,Milton,Kevin Hoyt,IND,58,FALSE
Vermont,Milton,Emily Peyton,TM,42,FALSE
Vermont,Milton,Wayne Billado,IND,35,FALSE
Vermont,Milton,Erynn Whitney,IND,28,FALSE
Vermont,Milton, Write-ins,WRI,19,FALSE
Vermont,Milton,Charly Dickerson,UNA,13,FALSE
Vermont,Milton,Michael DeVost,IND,11,FALSE
Vermont,Monkton,Phil Scott,REP,1010,TRUE
Vermont,Monkton,David Zuckerman,DEM,358,FALSE
Vermont,Monkton,Emily Peyton,TM,8,FALSE
Vermont,Monkton, Write-ins,WRI,6,FALSE
Vermont,Monkton,Erynn Whitney,IND,5,FALSE
Vermont,Monkton,Kevin Hoyt,IND,4,FALSE
Vermont,Monkton,Wayne Billado,IND,3,FALSE
Vermont,Monkton,Michael DeVost,IND,3,FALSE
Vermont,Monkton,Charly Dickerson,UNA,3,FALSE
Vermont,Montgomery,Phil Scott,REP,457,TRUE
Vermont,Montgomery,David Zuckerman,DEM,244,FALSE
Vermont,Montgomery,Kevin Hoyt,IND,17,FALSE
Vermont,Montgomery,Emily Peyton,TM,12,FALSE
Vermont,Montgomery, Write-ins,WRI,6,FALSE
Vermont,Montgomery,Michael DeVost,IND,5,FALSE
Vermont,Montgomery,Charly Dickerson,UNA,4,FALSE
Vermont,Montgomery,Wayne Billado,IND,1,FALSE
Vermont,Montgomery,Erynn Whitney,IND,1,FALSE
Vermont,Montpelier,Phil Scott,REP,2724,TRUE
Vermont,Montpelier,David Zuckerman,DEM,2264,FALSE
Vermont,Montpelier,Emily Peyton,TM,42,FALSE
Vermont,Montpelier, Write-ins,WRI,26,FALSE
Vermont,Montpelier,Erynn Whitney,IND,17,FALSE
Vermont,Montpelier,Charly Dickerson,UNA,15,FALSE
Vermont,Montpelier,Kevin Hoyt,IND,13,FALSE
Vermont,Montpelier,Wayne Billado,IND,8,FALSE
Vermont,Montpelier,Michael DeVost,IND,6,FALSE
Vermont,Moretown,Phil Scott,REP,831,TRUE
Vermont,Moretown,David Zuckerman,DEM,338,FALSE
Vermont,Moretown,Emily Peyton,TM,8,FALSE
Vermont,Moretown,Charly Dickerson,UNA,3,FALSE
Vermont,Moretown,Kevin Hoyt,IND,3,FALSE
Vermont,Moretown,Wayne Billado,IND,2,FALSE
Vermont,Moretown, Write-ins,WRI,2,FALSE
Vermont,Moretown,Erynn Whitney,IND,1,FALSE
Vermont,Moretown,Michael DeVost,IND,0,FALSE
Vermont,Morgan,Phil Scott,REP,335,TRUE
Vermont,Morgan,David Zuckerman,DEM,41,FALSE
Vermont,Morgan,Kevin Hoyt,IND,7,FALSE
Vermont,Morgan,Michael DeVost,IND,4,FALSE
Vermont,Morgan,Emily Peyton,TM,2,FALSE
Vermont,Morgan,Wayne Billado,IND,0,FALSE
Vermont,Morgan,Charly Dickerson,UNA,0,FALSE
Vermont,Morgan,Erynn Whitney,IND,0,FALSE
Vermont,Morgan, Write-ins,WRI,0,FALSE
Vermont,Morristown,Phil Scott,REP,2265,TRUE
Vermont,Morristown,David Zuckerman,DEM,790,FALSE
Vermont,Morristown,Emily Peyton,TM,35,FALSE
Vermont,Morristown,Kevin Hoyt,IND,31,FALSE
Vermont,Morristown, Write-ins,WRI,29,FALSE
Vermont,Morristown,Erynn Whitney,IND,12,FALSE
Vermont,Morristown,Wayne Billado,IND,7,FALSE
Vermont,Morristown,Michael DeVost,IND,7,FALSE
Vermont,Morristown,Charly Dickerson,UNA,6,FALSE
Vermont,Mount Holly,Phil Scott,REP,584,TRUE
Vermont,Mount Holly,David Zuckerman,DEM,206,FALSE
Vermont,Mount Holly,Kevin Hoyt,IND,17,FALSE
Vermont,Mount Holly,Emily Peyton,TM,9,FALSE
Vermont,Mount Holly,Wayne Billado,IND,5,FALSE
Vermont,Mount Holly,Erynn Whitney,IND,4,FALSE
Vermont,Mount Holly,Michael DeVost,IND,3,FALSE
Vermont,Mount Holly,Charly Dickerson,UNA,3,FALSE
Vermont,Mount Holly, Write-ins,WRI,3,FALSE
Vermont,Barre Town,Phil Scott,REP,3997,TRUE
Vermont,Barre Town,David Zuckerman,DEM,590,FALSE
Vermont,Barre Town,Kevin Hoyt,IND,68,FALSE
Vermont,Barre Town,Emily Peyton,TM,30,FALSE
Vermont,Barre Town, Write-ins,WRI,26,FALSE
Vermont,Barre Town,Charly Dickerson,UNA,20,FALSE
Vermont,Barre Town,Erynn Whitney,IND,13,FALSE
Vermont,Barre Town,Wayne Billado,IND,8,FALSE
Vermont,Barre Town,Michael DeVost,IND,5,FALSE
Vermont,Mount Tabor,Phil Scott,REP,83,TRUE
Vermont,Mount Tabor,David Zuckerman,DEM,21,FALSE
Vermont,Mount Tabor,Erynn Whitney,IND,5,FALSE
Vermont,Mount Tabor,Kevin Hoyt,IND,2,FALSE
Vermont,Mount Tabor,Emily Peyton,TM,2,FALSE
Vermont,Mount Tabor,Charly Dickerson,UNA,1,FALSE
Vermont,Mount Tabor, Write-ins,WRI,1,FALSE
Vermont,Mount Tabor,Wayne Billado,IND,0,FALSE
Vermont,Mount Tabor,Michael DeVost,IND,0,FALSE
Vermont,Newark,Phil Scott,REP,259,TRUE
Vermont,Newark,David Zuckerman,DEM,55,FALSE
